Station,Condition,Fraction,Date,ImageNumber,Count,Total_Area,Average_Size,Perc_Area,Mean,Perim
Station5,Particle,Light,2021.07,1.tiff,15,17.196,1.146,0.046,255,3.751
Station5,Particle,Light,2021.07,10.tiff,19,33.507,1.764,0.089,255,4.749
Station5,Particle,Light,2021.07,11.tiff,6,11.368,1.895,0.03,255,4.575
Station5,Particle,Light,2021.07,12.tiff,22,24.428,1.11,0.065,255,3.703
Station5,Particle,Light,2021.07,13.tiff,8,11.576,1.447,0.031,255,4.559
Station5,Particle,Light,2021.07,14.tiff,22,24.61,1.119,0.066,255,3.699
Station5,Particle,Light,2021.07,15.tiff,34,59.313,1.745,0.158,255,4.887
Station5,Particle,Light,2021.07,16.tiff,26,41.493,1.596,0.11,255,4.442
Station5,Particle,Light,2021.07,17.tiff,31,42.716,1.378,0.114,255,4.381
Station5,Particle,Light,2021.07,18.tiff,23,30.593,1.33,0.081,255,4.456
Station5,Particle,Light,2021.07,19.tiff,23,26.743,1.163,0.071,255,3.843
Station5,Particle,Light,2021.07,2.tiff,16,22.581,1.411,0.06,255,4.462
Station5,Particle,Light,2021.07,20.tiff,17,19.225,1.131,0.051,255,3.807
Station5,Particle,Light,2021.07,21.tiff,32,35.38,1.106,0.094,255,3.894
Station5,Particle,Light,2021.07,22.tiff,22,25,1.136,0.067,255,3.765
Station5,Particle,Light,2021.07,23.tiff,40,54.657,1.366,0.146,255,4.256
Station5,Particle,Light,2021.07,24.tiff,16,32.83,2.052,0.087,255,5.266
Station5,Particle,Light,2021.07,25.tiff,16,20.343,1.271,0.054,255,3.833
Station5,Particle,Light,2021.07,26.tiff,6,13.293,2.216,0.035,255,5.639
Station5,Particle,Light,2021.07,27.tiff,10,10.328,1.033,0.028,255,3.49
Station5,Particle,Light,2021.07,28.tiff,42,48.153,1.146,0.128,255,3.882
Station5,Particle,Light,2021.07,29.tiff,38,37.825,0.995,0.101,255,3.404
Station5,Particle,Light,2021.07,3.tiff,28,36.811,1.315,0.098,255,4.266
Station5,Particle,Light,2021.07,30.tiff,37,51.717,1.398,0.138,255,4.476
Station5,Particle,Light,2021.07,31.tiff,32,41.831,1.307,0.111,255,3.956
Station5,Particle,Light,2021.07,32.tiff,3,0.963,0.321,0.003,255,1.951
Station5,Particle,Light,2021.07,33.tiff,26,45.994,1.769,0.122,255,5.002
Station5,Particle,Light,2021.07,34.tiff,23,48.751,2.12,0.13,255,5.209
Station5,Particle,Light,2021.07,35.tiff,10,8.663,0.866,0.023,255,3.207
Station5,Particle,Light,2021.07,36.tiff,25,24.922,0.997,0.066,255,3.428
Station5,Particle,Light,2021.07,37.tiff,15,22.268,1.485,0.059,255,4.397
Station5,Particle,Light,2021.07,38.tiff,23,36.55,1.589,0.097,255,4.538
Station5,Particle,Light,2021.07,39.tiff,19,24.662,1.298,0.066,255,4.072
Station5,Particle,Light,2021.07,4.tiff,26,36.472,1.403,0.097,255,4.433
Station5,Particle,Light,2021.07,40.tiff,17,21.384,1.258,0.057,255,4.094
Station5,Particle,Light,2021.07,41.tiff,7,4.683,0.669,0.012,255,2.839
Station5,Particle,Light,2021.07,42.tiff,23,19.745,0.858,0.053,255,3.428
Station5,Particle,Light,2021.07,43.tiff,36,39.256,1.09,0.105,255,3.71
Station5,Particle,Light,2021.07,44.tiff,37,51.457,1.391,0.137,255,4.316
Station5,Particle,Light,2021.07,45.tiff,20,34.001,1.7,0.091,255,4.803
Station5,Particle,Light,2021.07,46.tiff,28,48.387,1.728,0.129,255,4.799
Station5,Particle,Light,2021.07,47.tiff,18,21.072,1.171,0.056,255,3.821
Station5,Particle,Light,2021.07,48.tiff,15,21.098,1.407,0.056,255,4.436
Station5,Particle,Light,2021.07,49.tiff,30,40.427,1.348,0.108,255,4.002
Station5,Particle,Light,2021.07,5.tiff,43,55.437,1.289,0.148,255,4.06
Station5,Particle,Light,2021.07,50.tiff,29,31.322,1.08,0.083,255,3.723
Station5,Particle,Light,2021.07,51.tiff,19,26.743,1.408,0.071,255,4.299
Station5,Particle,Light,2021.07,6.tiff,30,37.981,1.266,0.101,255,4.053
Station5,Particle,Light,2021.07,7.tiff,32,35.536,1.11,0.095,255,3.59
Station5,Particle,Light,2021.07,8.tiff,31,54.266,1.751,0.145,255,4.78
Station5,Particle,Light,2021.07,9.tiff,7,8.117,1.16,0.022,255,3.675
Station5,Particle,Light,2022.05,1.tiff,20,40.271,2.014,0.107,255,4.891
Station5,Particle,Light,2022.05,2.tiff,2,1.041,0.52,0.003,255,2.678
Station5,Particle,Light,2022.05,3.tiff,12,11.446,0.954,0.03,255,3.532
Station5,Particle,Light,2022.05,4.tiff,5,2.315,0.463,0.006,255,2.336
Station5,Particle,Light,2022.05,5.tiff,1,0.234,0.234,6.24E-04,255,1.691
Station5,Particle,Light,2022.05,6.tiff,5,7.804,1.561,0.021,255,4.275
Station5,Particle,Light,2022.05,7.tiff,1,1.535,1.535,0.004,255,4.35
Station5,Particle,Light,2022.05,8.tiff,6,9.599,1.6,0.026,255,4.825
Station5,Particle,Light,2022.05,9.tiff,3,5.801,1.934,0.015,255,4.901
Station5,Particle,Light,2022.05,10.tiff,2,5.281,2.64,0.014,255,5.585
Station5,Particle,Light,2022.05,11.tiff,1,2.627,2.627,0.007,255,6.458
Station5,Particle,Light,2022.05,12.tiff,11,17.898,1.627,0.048,255,4.606
Station5,Particle,Light,2022.05,13.tiff,3,3.252,1.084,0.009,255,3.616
Station5,Particle,Light,2022.05,14.tiff,8,11.889,1.486,0.032,255,4.362
Station5,Particle,Light,2022.05,15.tiff,21,20.369,0.97,0.054,255,3.763
Station5,Particle,Light,2022.05,16.tiff,2,8.637,4.318,0.023,255,8.519
Station5,Particle,Light,2022.05,17.tiff,8,11.576,1.447,0.031,255,3.672
Station5,Particle,Light,2022.05,18.tiff,3,2.107,0.702,0.006,255,2.945
Station5,Particle,Light,2022.05,19.tiff,1,4.995,4.995,0.013,255,8.15
Station5,Particle,Light,2022.05,20.tiff,3,3.486,1.162,0.009,255,3.894
Station5,Particle,Light,2022.05,21.tiff,6,7.57,1.262,0.02,255,4.189
Station5,Particle,Light,2022.05,22.tiff,11,17.716,1.611,0.047,255,4.376
Station5,Particle,Light,2022.05,23.tiff,5,9.807,1.961,0.026,255,5.137
Station5,Particle,Light,2022.05,24.tiff,3,2.549,0.85,0.007,255,3.223
Station5,Particle,Light,2022.05,25.tiff,2,2.992,1.496,0.008,255,4.075
Station5,Particle,Light,2022.05,26.tiff,3,7.206,2.402,0.019,255,5.464
Station5,Particle,Light,2022.05,27.tiff,24,37.175,1.549,0.099,255,4.332
Station5,Particle,Light,2022.05,28.tiff,3,1.847,0.616,0.005,255,2.672
Station5,Particle,Light,2022.06,1.tiff,0,0,NaN,0,NaN,NaN
Station5,Particle,Light,2022.06,2.tiff,4,10.302,2.575,0.027,255,5.817
Station5,Particle,Light,2022.06,3.tiff,6,8.923,1.487,0.024,255,4.205
Station5,Particle,Light,2022.06,4.tiff,2,3.07,1.535,0.008,255,4.578
Station5,Particle,Light,2022.06,5.tiff,12,13.111,1.093,0.035,255,3.66
Station5,Particle,Light,2022.06,6.tiff,7,10.406,1.487,0.028,255,4.559
Station5,Particle,Light,2022.06,7.tiff,5,3.72,0.744,0.01,255,2.849
Station5,Particle,Light,2022.06,8.tiff,6,4.891,0.815,0.013,255,3.28
Station5,Particle,Light,2022.06,9.tiff,5,7.622,1.524,0.02,255,4.183
Station5,Particle,Light,2022.06,10.tiff,8,8.611,1.076,0.023,255,3.704
Station5,Particle,Light,2022.06,11.tiff,6,7.44,1.24,0.02,255,3.945
Station5,Particle,Light,2022.06,12.tiff,2,7.18,3.59,0.019,255,7.237
Station5,Particle,Light,2022.06,13.tiff,0,0,NaN,0,NaN,NaN
Station5,Particle,Light,2022.06,14.tiff,7,6.764,0.966,0.018,255,3.257
Station5,Particle,Light,2022.06,15.tiff,2,3.564,1.782,0.009,255,4.968
Station5,Particle,Light,2022.06,16.tiff,10,12.643,1.264,0.034,255,3.879
Station5,Particle,Light,2022.06,17.tiff,6,13.033,2.172,0.035,255,5.312
Station5,Particle,Light,2022.06,18.tiff,4,9.365,2.341,0.025,255,6.5
Station5,Particle,Light,2022.06,19.tiff,0,0,NaN,0,NaN,NaN
Station5,Particle,Light,2022.06,20.tiff,2,3.408,1.704,0.009,255,4.873
Station5,Particle,Light,2022.06,21.tiff,2,0.832,0.416,0.002,255,2.242
Station5,Particle,Light,2022.06,22.tiff,7,10.042,1.435,0.027,255,4.285
Station5,Particle,Light,2022.06,23.tiff,2,3.356,1.678,0.009,255,4.826
Station5,Particle,Light,2022.06,24.tiff,6,10.744,1.791,0.029,255,4.715
Station5,Particle,Light,2022.06,25.tiff,2,0.937,0.468,0.002,255,2.242
Station5,Particle,Light,2022.06,26.tiff,3,3.096,1.032,0.008,255,3.445
Station5,Particle,Light,2022.06,27.tiff,0,0,NaN,0,NaN,NaN
Station5,Particle,Light,2022.06,28.tiff,1,1.431,1.431,0.004,255,4.445
Station5,Particle,Light,2022.06,29.tiff,2,1.821,0.911,0.005,255,3.477
Station5,Particle,Light,2022.06,30.tiff,7,9.495,1.356,0.025,255,4.139
Station5,Particle,Light,2022.06,31.tiff,1,0.624,0.624,0.002,255,3.705
Station5,Particle,Light,2022.06,32.tiff,8,10.432,1.304,0.028,255,4.108
Station5,Particle,Light,2022.06,33.tiff,3,6.165,2.055,0.016,255,4.945
Station5,Particle,Light,2022.11,1.tiff,6,6.92,1.153,0.018,255,3.685
Station5,Particle,Light,2022.11,2.tiff,24,31.322,1.305,0.083,255,4.095
Station5,Particle,Light,2022.11,3.tiff,5,7.986,1.597,0.021,255,4.331
Station5,Particle,Light,2022.11,4.tiff,3,1.509,0.503,0.004,255,2.483
Station5,Particle,Light,2022.11,5.tiff,8,14.516,1.815,0.039,255,5.298
Station5,Particle,Light,2022.11,6.tiff,2,4.761,2.38,0.013,255,5.538
Station5,Particle,Light,2022.11,7.tiff,6,8.741,1.457,0.023,255,4.334
Station5,Particle,Light,2022.11,8.tiff,10,14.308,1.431,0.038,255,4.205
Station5,Particle,Light,2022.11,9.tiff,20,27.237,1.362,0.073,255,4.111
Station5,Particle,Light,2022.11,10.tiff,34,35.666,1.049,0.095,255,3.514
Station5,Particle,Light,2022.11,11.tiff,23,32.908,1.431,0.088,255,4.121
Station5,Particle,Light,2022.11,12.tiff,3,6.764,2.255,0.018,255,5.42
Station5,Particle,Light,2022.11,13.tiff,5,10.848,2.17,0.029,255,5.163
Station5,Particle,Light,2022.11,14.tiff,15,23.361,1.557,0.062,255,4.417
Station5,Particle,Light,2022.11,15.tiff,1,1.821,1.821,0.005,255,4.94
Station5,Particle,Light,2022.11,16.tiff,7,5.957,0.851,0.016,255,3.322
Station5,Particle,Light,2022.11,17.tiff,7,13.684,1.955,0.036,255,5.455
Station5,Particle,Light,2022.11,18.tiff,22,30.437,1.384,0.081,255,4.385
Station5,Particle,Light,2022.11,19.tiff,4,6.478,1.619,0.017,255,4.212
Station5,Particle,Light,2022.11,20.tiff,10,7.362,0.736,0.02,255,3.195
Station5,Particle,Light,2022.11,21.tiff,4,1.587,0.397,0.004,255,2.175
Station5,Particle,Light,2022.11,22.tiff,3,5.697,1.899,0.015,255,4.99
Station5,Particle,Light,2022.11,23.tiff,26,27.315,1.051,0.073,255,3.45
Station5,Particle,Light,2022.11,24.tiff,4,3.382,0.845,0.009,255,3.382
Station5,Particle,Light,2022.11,25.tiff,8,12.435,1.554,0.033,255,4.576
Station5,Particle,Light,2022.11,26.tiff,9,6.27,0.697,0.017,255,3.107
Station5,Particle,Light,2022.11,27.tiff,11,20.135,1.83,0.054,255,4.555
Station5,Particle,Light,2022.11,28.tiff,5,4.631,0.926,0.012,255,3.275
Station5,Particle,Light,2022.11,29.tiff,12,24.011,2.001,0.064,255,5.21
Station5,Particle,Light,2022.11,30.tiff,9,10.12,1.124,0.027,255,3.785
Station6,0point2,SYBR,2022.02,,195,215.557,1.105,0.574,255,3.708
Station6,0point2,SYBR,2021.07,,16,24.246,1.515,0.065,255,4.057
Station6,0point2,SYBR,2022.05,,34,43.678,1.285,0.116,255,3.749
Station6,0point2,SYBR,2022.06,,19,22.971,1.209,0.061,255,3.756
Station6,0point2,SYBR,2022.11,,64,55.437,0.866,0.148,255,3.351
Station6,0point2,SYBR,2022.02,,90,104.344,1.159,0.278,255,3.699
Station6,0point2,SYBR,2021.07,,31,39.698,1.281,0.106,255,4.279
Station6,0point2,SYBR,2022.05,,5,3.2,0.64,0.009,255,2.755
Station6,0point2,SYBR,2022.06,,21,30.983,1.475,0.083,255,4.501
Station6,0point2,SYBR,2022.11,,82,93.314,1.138,0.248,255,3.758
Station6,0point2,SYBR,2022.02,,72,80.515,1.118,0.214,255,3.769
Station6,0point2,SYBR,2021.07,,25,30.515,1.221,0.081,255,4.294
Station6,0point2,SYBR,2022.05,,89,131.712,1.48,0.351,255,4.243
Station6,0point2,SYBR,2022.06,,41,51.847,1.265,0.138,255,3.761
Station6,0point2,SYBR,2022.11,,87,70.708,0.813,0.188,255,3.177
Station6,0point2,SYBR,2022.02,,114,149.74,1.314,0.399,255,4.172
Station6,0point2,SYBR,2021.07,,3,5.645,1.882,0.015,255,5.173
Station6,0point2,SYBR,2022.05,,51,51.457,1.009,0.137,255,3.429
Station6,0point2,SYBR,2022.06,,18,21.228,1.179,0.057,255,4.516
Station6,0point2,SYBR,2022.11,,56,60.822,1.086,0.162,255,3.726
Station6,0point2,SYBR,2022.02,,221,257.128,1.163,0.685,255,3.84
Station6,0point2,SYBR,2021.07,,14,23.309,1.665,0.062,255,4.724
Station6,0point2,SYBR,2022.05,,115,112.071,0.975,0.298,255,3.558
Station6,0point2,SYBR,2022.06,,30,36.863,1.229,0.098,255,3.964
Station6,0point2,SYBR,2022.11,,88,92.404,1.05,0.246,255,3.594
Station6,0point2,SYBR,2022.02,,207,224.506,1.085,0.598,255,3.502
Station6,0point2,SYBR,2021.07,,7,14.672,2.096,0.039,255,5.908
Station6,0point2,SYBR,2022.05,,37,62.357,1.685,0.166,255,4.85
Station6,0point2,SYBR,2022.06,,28,25.624,0.915,0.068,255,3.328
Station6,0point2,SYBR,2022.11,,37,32.778,0.886,0.087,255,3.249
Station6,0point2,SYBR,2022.02,,43,64.256,1.494,0.171,255,4.158
Station6,0point2,SYBR,2021.07,,12,17.3,1.442,0.046,255,4.155
Station6,0point2,SYBR,2022.05,,73,83.507,1.144,0.222,255,3.75
Station6,0point2,SYBR,2022.06,,15,26.483,1.766,0.071,255,5.257
Station6,0point2,SYBR,2022.11,,38,26.535,0.698,0.071,255,2.869
Station6,0point2,SYBR,2022.02,,92,105.879,1.151,0.282,255,3.855
Station6,0point2,SYBR,2021.07,,67,81.764,1.22,0.218,255,4.02
Station6,0point2,SYBR,2022.05,,76,104.683,1.377,0.279,255,4.024
Station6,0point2,SYBR,2022.06,,35,42.222,1.206,0.112,255,3.762
Station6,0point2,SYBR,2022.11,,48,44.849,0.934,0.119,255,3.687
Station6,0point2,SYBR,2022.02,,29,41.025,1.415,0.109,255,4.119
Station6,0point2,SYBR,2021.07,,30,45.005,1.5,0.12,255,4.425
Station6,0point2,SYBR,2022.05,,26,32.076,1.234,0.085,255,3.72
Station6,0point2,SYBR,2022.06,,46,47.555,1.034,0.127,255,3.561
Station6,0point2,SYBR,2022.11,,154,117.69,0.764,0.313,255,3.195
Station6,0point2,SYBR,2022.02,,121,121.332,1.003,0.323,255,3.47
Station6,0point2,SYBR,2021.07,,6,8.091,1.348,0.022,255,4.281
Station6,0point2,SYBR,2022.05,,28,26.275,0.938,0.07,255,3.269
Station6,0point2,SYBR,2022.06,,28,36.707,1.311,0.098,255,4.163
Station6,0point2,SYBR,2022.11,,39,33.793,0.866,0.09,255,3.165
Station6,0point2,SYBR,2022.02,,189,220.578,1.167,0.587,255,3.751
Station6,0point2,SYBR,2021.07,,23,26.561,1.155,0.071,255,3.846
Station6,0point2,SYBR,2022.05,,108,125.598,1.163,0.334,255,3.747
Station6,0point2,SYBR,2022.06,,34,40.843,1.201,0.109,255,3.868
Station6,0point2,SYBR,2022.11,,46,40.531,0.881,0.108,255,3.17
Station6,0point2,SYBR,2022.02,,131,192.82,1.472,0.513,255,4.534
Station6,0point2,SYBR,2021.07,,29,37.669,1.299,0.1,255,3.94
Station6,0point2,SYBR,2022.05,,4,6.504,1.626,0.017,255,4.425
Station6,0point2,SYBR,2022.06,,32,45.708,1.428,0.122,255,4.138
Station6,0point2,SYBR,2022.11,,78,64.36,0.825,0.171,255,3.172
Station6,0point2,SYBR,2022.02,,121,143.314,1.184,0.382,255,3.703
Station6,0point2,SYBR,2021.07,,31,50.416,1.626,0.134,255,4.774
Station6,0point2,SYBR,2022.05,,35,47.711,1.363,0.127,255,4.03
Station6,0point2,SYBR,2022.06,,27,35.094,1.3,0.093,255,3.94
Station6,0point2,SYBR,2022.11,,111,98.699,0.889,0.263,255,3.392
Station6,0point2,SYBR,2022.02,,133,146.722,1.103,0.391,255,3.683
Station6,0point2,SYBR,2021.07,,5,8.065,1.613,0.021,255,4.202
Station6,0point2,SYBR,2022.05,,45,60.718,1.349,0.162,255,4.093
Station6,0point2,SYBR,2022.06,,12,13.762,1.147,0.037,255,3.502
Station6,0point2,SYBR,2022.11,,29,26.327,0.908,0.07,255,3.416
Station6,0point2,SYBR,2022.02,,270,317.768,1.177,0.846,255,3.851
Station6,0point2,SYBR,2021.07,,31,29.917,0.965,0.08,255,3.455
Station6,0point2,SYBR,2022.05,,64,69.823,1.091,0.186,255,3.554
Station6,0point2,SYBR,2022.06,,48,40.973,0.854,0.109,255,3.236
Station6,0point2,SYBR,2022.11,,26,28.824,1.109,0.077,255,3.889
Station6,0point2,SYBR,2022.02,,43,46.774,1.088,0.125,255,3.571
Station6,0point2,SYBR,2021.07,,29,34.938,1.205,0.093,255,3.98
Station6,0point2,SYBR,2022.05,,35,47.945,1.37,0.128,255,4.082
Station6,0point2,SYBR,2022.06,,34,35.718,1.051,0.095,255,3.478
Station6,0point2,SYBR,2022.11,,25,45.812,1.832,0.122,255,4.971
Station6,0point2,SYBR,2022.02,,54,67.924,1.258,0.181,255,3.992
Station6,0point2,SYBR,2021.07,,31,37.201,1.2,0.099,255,3.853
Station6,0point2,SYBR,2022.05,,32,40.114,1.254,0.107,255,3.923
Station6,0point2,SYBR,2022.06,,40,56.139,1.403,0.149,255,4.215
Station6,0point2,SYBR,2022.11,,30,43.704,1.457,0.116,255,4.343
Station6,0point2,SYBR,2022.02,,126,145.734,1.157,0.388,255,3.742
Station6,0point2,SYBR,2021.07,,82,105.255,1.284,0.28,255,4.055
Station6,0point2,SYBR,2022.05,,76,105.047,1.382,0.28,255,4.033
Station6,0point2,SYBR,2022.06,,67,54.084,0.807,0.144,255,3.118
Station6,0point2,SYBR,2022.11,,56,54.214,0.968,0.144,255,3.483
Station6,0point2,SYBR,2022.02,,74,85.25,1.152,0.227,255,3.69
Station6,0point2,SYBR,2021.07,,14,18.704,1.336,0.05,255,4.314
Station6,0point2,SYBR,2022.05,,22,29.006,1.318,0.077,255,3.895
Station6,0point2,SYBR,2022.06,,53,55.983,1.056,0.149,255,3.493
Station6,0point2,SYBR,2022.11,,33,30.541,0.925,0.081,255,3.316
Station6,0point2,SYBR,2022.02,,63,60.666,0.963,0.162,255,3.293
Station6,0point2,SYBR,2021.07,,46,58.689,1.276,0.156,255,4.156
Station6,0point2,SYBR,2022.05,,23,48.751,2.12,0.13,255,5.146
Station6,0point2,SYBR,2022.06,,24,33.767,1.407,0.09,255,4.152
Station6,0point2,SYBR,2022.11,,11,17.508,1.592,0.047,255,4.478
Station6,0point2,SYBR,2022.02,,242,297.659,1.23,0.793,255,3.893
Station6,0point2,SYBR,2021.07,,28,40.921,1.461,0.109,255,4.301
Station6,0point2,SYBR,2022.05,,9,13.059,1.451,0.035,255,4.677
Station6,0point2,SYBR,2022.06,,20,19.017,0.951,0.051,255,3.487
Station6,0point2,SYBR,2022.11,,63,45.421,0.721,0.121,255,2.899
Station6,0point2,SYBR,2022.02,,32,41.467,1.296,0.11,255,3.88
Station6,0point2,SYBR,2022.05,,94,97.034,1.032,0.258,255,3.32
Station6,0point2,SYBR,2022.06,,44,32.154,0.731,0.086,255,3.031
Station6,0point2,SYBR,2022.11,,18,28.564,1.587,0.076,255,4.267
Station6,0point2,SYBR,2022.02,,129,142.976,1.108,0.381,255,3.797
Station6,0point2,SYBR,2021.07,,58,70.786,1.22,0.188,255,3.814
Station6,0point2,SYBR,2022.05,,24,16.753,0.698,0.045,255,2.917
Station6,0point2,SYBR,2022.06,,44,44.771,1.018,0.119,255,3.487
Station6,0point2,SYBR,2022.11,,45,63.476,1.411,0.169,255,4.427
Station6,0point2,SYBR,2022.02,,23,23.335,1.015,0.062,255,3.42
Station6,0point2,SYBR,2022.05,,77,86.42,1.122,0.23,255,3.523
Station6,0point2,SYBR,2022.06,,17,27.263,1.604,0.073,255,4.488
Station6,0point2,SYBR,2022.11,,47,49.168,1.046,0.131,255,3.599
Station6,0point2,SYBR,2022.02,,43,42.872,0.997,0.114,255,3.702
Station6,0point2,SYBR,2022.05,,62,70.942,1.144,0.189,255,3.639
Station6,0point2,SYBR,2022.06,,14,16.727,1.195,0.045,255,3.814
Station6,0point2,SYBR,2022.11,,59,57.57,0.976,0.153,255,3.4
Station6,0point2,SYBR,2022.02,,52,68.991,1.327,0.184,255,4.269
Station6,0point2,SYBR,2022.05,,62,58.741,0.947,0.156,255,3.462
Station6,0point2,SYBR,2022.06,,10,12.591,1.259,0.034,255,3.936
Station6,0point2,SYBR,2022.11,,36,42.768,1.188,0.114,255,3.852
Station6,0point2,SYBR,2022.02,,57,74.818,1.313,0.199,255,3.833
Station6,0point2,SYBR,2022.05,,72,101.873,1.415,0.271,255,4.158
Station6,0point2,SYBR,2022.06,,9,16.441,1.827,0.044,255,4.819
Station6,0point2,SYBR,2022.11,,32,31.686,0.99,0.084,255,3.452
Station6,0point2,SYBR,2022.02,,64,67.482,1.054,0.18,255,3.421
Station6,0point2,SYBR,2021.07,,16,26.093,1.631,0.069,255,4.928
Station6,0point2,SYBR,2022.05,,101,120.057,1.189,0.32,255,3.831
Station6,0point2,SYBR,2022.06,,17,40.14,2.361,0.107,255,6.114
Station6,0point2,SYBR,2022.11,,58,71.982,1.241,0.192,255,3.89
Station6,0point2,SYBR,2022.02,,72,78.2,1.086,0.208,255,3.575
Station6,0point2,SYBR,2021.07,,20,17.17,0.858,0.046,255,3.193
Station6,0point2,SYBR,2022.05,,8,4.058,0.507,0.011,255,2.558
Station6,0point2,SYBR,2022.06,,18,20.109,1.117,0.054,255,3.899
Station6,0point2,SYBR,2022.11,,123,136.602,1.111,0.364,255,3.717
Station6,0point2,SYBR,2022.02,,42,41.285,0.983,0.11,255,3.396
Station6,0point2,SYBR,2021.07,,25,24.532,0.981,0.065,255,3.475
Station6,0point2,SYBR,2022.05,,132,170.473,1.291,0.454,255,4.136
Station6,0point2,SYBR,2022.06,,27,39.698,1.47,0.106,255,4.384
Station6,0point2,SYBR,2022.11,,59,59.86,1.015,0.159,255,3.458
Station6,0point2,SYBR,2022.02,,94,97.06,1.033,0.258,255,3.457
Station6,0point2,SYBR,2022.05,,72,100.728,1.399,0.268,255,4.461
Station6,0point2,SYBR,2022.06,,16,25.286,1.58,0.067,255,4.584
Station6,0point2,SYBR,2022.11,,67,71.176,1.062,0.19,255,3.737
Station6,0point2,SYBR,2022.02,,146,179.136,1.227,0.477,255,4.016
Station6,0point2,SYBR,2021.07,,12,14.776,1.231,0.039,255,3.975
Station6,0point2,SYBR,2022.05,,4,2.081,0.52,0.006,255,2.484
Station6,0point2,SYBR,2022.06,,29,28.798,0.993,0.077,255,3.62
Station6,0point2,SYBR,2022.11,,40,36.681,0.917,0.098,255,3.362
Station6,0point2,SYBR,2022.02,,69,86.004,1.246,0.229,255,3.891
Station6,0point2,SYBR,2021.07,,59,83.611,1.417,0.223,255,4.174
Station6,0point2,SYBR,2022.05,,53,57.986,1.094,0.154,255,3.551
Station6,0point2,SYBR,2022.06,,38,30.437,0.801,0.081,255,3.103
Station6,0point2,SYBR,2022.11,,72,80.281,1.115,0.214,255,3.916
Station6,AlcianBlue,Heavy,2022.02,1,12,15.765,1.314,0.042,255,4.13
Station6,AlcianBlue,Heavy,2022.02,10,11,10.198,0.927,0.027,255,3.325
Station6,AlcianBlue,Heavy,2022.02,11,7,8.949,1.278,0.024,255,4.206
Station6,AlcianBlue,Heavy,2022.02,12,13,16.519,1.271,0.044,255,3.986
Station6,AlcianBlue,Heavy,2022.02,13,5,14.334,2.867,0.038,255,6.546
Station6,AlcianBlue,Heavy,2022.02,14,11,13.241,1.204,0.035,255,3.937
Station6,AlcianBlue,Heavy,2022.02,15,17,17.248,1.015,0.046,255,3.555
Station6,AlcianBlue,Heavy,2022.02,16,17,15.271,0.898,0.041,255,3.351
Station6,AlcianBlue,Heavy,2022.02,17,13,18.991,1.461,0.051,255,4.414
Station6,AlcianBlue,Heavy,2022.02,18,18,35.068,1.948,0.093,255,5.418
Station6,AlcianBlue,Heavy,2022.02,19,12,19.953,1.663,0.053,255,4.605
Station6,AlcianBlue,Heavy,2022.02,2,9,10.952,1.217,0.029,255,3.947
Station6,AlcianBlue,Heavy,2022.02,20,11,9.781,0.889,0.026,255,3.25
Station6,AlcianBlue,Heavy,2022.02,21,9,8.403,0.934,0.022,255,3.474
Station6,AlcianBlue,Heavy,2022.02,22,14,17.586,1.256,0.047,255,4.287
Station6,AlcianBlue,Heavy,2022.02,23,9,11.629,1.292,0.031,255,4.283
Station6,AlcianBlue,Heavy,2022.02,24,14,14.984,1.07,0.04,255,3.854
Station6,AlcianBlue,Heavy,2022.02,25,8,9.183,1.148,0.024,255,3.942
Station6,AlcianBlue,Heavy,2022.02,26,10,9.105,0.911,0.024,255,3.532
Station6,AlcianBlue,Heavy,2022.02,27,21,24.116,1.148,0.064,255,4.158
Station6,AlcianBlue,Heavy,2022.02,28,23,37.591,1.634,0.1,255,4.962
Station6,AlcianBlue,Heavy,2022.02,29,33,44.069,1.335,0.117,255,4.313
Station6,AlcianBlue,Heavy,2022.02,3,24,40.609,1.692,0.108,255,5.07
Station6,AlcianBlue,Heavy,2022.02,30,51,66.207,1.298,0.176,255,4.045
Station6,AlcianBlue,Heavy,2022.02,31,23,30.255,1.315,0.081,255,4.055
Station6,AlcianBlue,Heavy,2022.02,32,15,11.863,0.791,0.032,255,3.406
Station6,AlcianBlue,Heavy,2022.02,33,28,41.077,1.467,0.109,255,4.235
Station6,AlcianBlue,Heavy,2022.02,4,6,9.469,1.578,0.025,255,4.939
Station6,AlcianBlue,Heavy,2022.02,5,9,13.371,1.486,0.036,255,4.346
Station6,AlcianBlue,Heavy,2022.02,6,4,1.769,0.442,0.005,255,2.332
Station6,AlcianBlue,Heavy,2022.02,7,6,13.111,2.185,0.035,255,5.373
Station6,AlcianBlue,Heavy,2022.02,8,16,24.532,1.533,0.065,255,4.765
Station6,AlcianBlue,Heavy,2022.02,9,16,13.866,0.867,0.037,255,3.39
Station6,AlcianBlue,Heavy,2021.07,1,26,28.33,1.09,0.075,255,3.344
Station6,AlcianBlue,Heavy,2021.07,10,6,8.715,1.452,0.023,255,4.135
Station6,AlcianBlue,Heavy,2021.07,11,16,30.957,1.935,0.082,255,5.074
Station6,AlcianBlue,Heavy,2021.07,12,11,15.713,1.428,0.042,255,4.261
Station6,AlcianBlue,Heavy,2021.07,13,15,22.867,1.524,0.061,255,4.441
Station6,AlcianBlue,Heavy,2021.07,14,8,17.846,2.231,0.048,255,5.73
Station6,AlcianBlue,Heavy,2021.07,15,35,52.758,1.507,0.14,255,4.328
