Station,CorrectionFor,Fraction,Date,ImageNumber,Count,Total_Area,Average_Size,Perc_Area,Perim
Station4,CBBG,Heavy,2022.06,3,5,34.781,6.956,0.093,10.879
Station4,AlcianBlue,Heavy,2022.06,3,7,66.961,9.566,0.178,12.153
Station4,CBBG,Heavy,2022.06,4,21,637.903,30.376,1.699,50.378
Station4,AlcianBlue,Heavy,2022.06,4,78,912.981,11.705,2.431,20.572
Station4,CBBG,Heavy,2022.06,5,4,46.462,11.616,0.124,12.683
Station4,AlcianBlue,Heavy,2022.06,5,4,58.871,14.718,0.157,13.831
Station4,CBBG,Heavy,2022.06,6,1,48.335,48.335,0.129,33.748
Station4,AlcianBlue,Heavy,2022.06,6,2,98.985,49.493,0.264,27.832
Station4,CBBG,Heavy,2022.06,7,4,32.648,8.162,0.087,11.44
Station4,AlcianBlue,Heavy,2022.06,7,8,102.549,12.819,0.273,14.076
Station4,CBBG,Heavy,2022.06,8,39,1760.094,45.131,4.687,48.974
Station4,AlcianBlue,Heavy,2022.06,8,79,1629.37,20.625,4.339,32.174
Station4,CBBG,Heavy,2022.06,9,1,7.648,7.648,0.02,11.454
Station4,AlcianBlue,Heavy,2022.06,9,3,31.139,10.38,0.083,13.99
Station4,CBBG,Heavy,2022.06,10,5,48.439,9.688,0.129,13.25
Station4,AlcianBlue,Heavy,2022.06,10,12,216.207,18.017,0.576,15.945
Station4,CBBG,Heavy,2022.06,11,41,1269.043,30.952,3.379,38.091
Station4,AlcianBlue,Heavy,2022.06,11,61,870.083,14.264,2.317,21.824
Station4,CBBG,Heavy,2022.06,12,60,1101.405,18.357,2.933,34.584
Station4,AlcianBlue,Heavy,2022.06,12,3,51.067,17.022,0.136,16.706
Station4,CBBG,Heavy,2022.06,13,1,21.202,21.202,0.056,18.746
Station4,AlcianBlue,Heavy,2022.06,13,1,23.491,23.491,0.063,19.469
Station4,CBBG,Heavy,2022.06,14,2,16.441,8.221,0.044,11.701
Station4,AlcianBlue,Heavy,2022.06,14,3,35.094,11.698,0.093,13.1
Station4,CBBG,Heavy,2022.06,15,1,99.376,99.376,0.265,40.245
Station4,AlcianBlue,Heavy,2022.06,15,3,124.142,41.381,0.331,19.74
Station4,CBBG,Heavy,2022.06,16,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2022.06,16,4,59.599,14.9,0.159,16.701
Station4,CBBG,Heavy,2022.06,17,59,1482.518,25.127,3.948,39.729
Station4,AlcianBlue,Heavy,2022.06,17,2,25.937,12.968,0.069,14.797
Station4,CBBG,Heavy,2022.06,18,60,2418.444,40.307,6.44,50.211
Station4,AlcianBlue,Heavy,2022.06,18,95,1885.458,19.847,5.021,29.978
Station4,CBBG,Heavy,2022.06,19,81,2849.037,35.173,7.587,44.075
Station4,AlcianBlue,Heavy,2022.06,19,93,2021.488,21.736,5.383,30.991
Station4,CBBG,Heavy,2022.06,20,71,2157.518,30.388,5.745,44.088
Station4,AlcianBlue,Heavy,2022.06,20,88,2304.657,26.189,6.137,32.472
Station4,CBBG,Heavy,2022.06,21,67,2553.98,38.119,6.801,47.348
Station4,AlcianBlue,Heavy,2022.06,21,2,74.506,37.253,0.198,26.617
Station4,CBBG,Heavy,2022.06,22,2,33.741,16.87,0.09,17.141
Station4,AlcianBlue,Heavy,2022.06,22,2,36.342,18.171,0.097,17.873
Station4,CBBG,Heavy,2022.06,23,1,9.105,9.105,0.024,12.06
Station4,AlcianBlue,Heavy,2022.06,23,2,21.332,10.666,0.057,13.361
Station4,CBBG,Heavy,2022.06,24,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2022.06,24,73,2392.378,32.772,6.371,35.095
Station4,CBBG,Heavy,2022.06,25,1,10.614,10.614,0.028,12.288
Station4,AlcianBlue,Heavy,2022.06,25,3,23.361,7.787,0.062,11.687
Station4,CBBG,Heavy,2022.06,26,2,13.137,6.569,0.035,9.534
Station4,AlcianBlue,Heavy,2022.06,26,7,238.371,34.053,0.635,25.259
Station4,CBBG,Heavy,2022.06,27,61,1986.576,32.567,5.29,46.014
Station4,AlcianBlue,Heavy,2022.06,27,58,2128.434,36.697,5.668,49.596
Station4,CBBG,Heavy,2022.06,28,1,13.45,13.45,0.036,13.735
Station4,AlcianBlue,Heavy,2022.06,28,1,18.34,18.34,0.049,16.527
Station4,CBBG,Heavy,2022.06,29,55,2342.04,42.583,6.237,41.755
Station4,AlcianBlue,Heavy,2022.06,29,2,27.992,13.996,0.075,18.337
Station4,CBBG,Heavy,2022.06,30,32,2553.46,79.796,6.8,60.982
Station4,AlcianBlue,Heavy,2022.06,30,0,0,NaN,0,NaN
Station4,CBBG,Heavy,2022.06,31,0,0,NaN,0,NaN
Station4,AlcianBlue,Heavy,2022.06,31,0,0,NaN,0,NaN
Station4,CBBG,Light,2022.06,1,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2022.06,1,0,0,NaN,0,NaN
Station4,CBBG,Light,2022.06,2,1,7.986,7.986,0.021,10.864
Station4,AlcianBlue,Light,2022.06,2,5,38.84,7.768,0.103,11.433
Station4,CBBG,Light,2022.06,3,1,5.541,5.541,0.015,9.857
Station4,AlcianBlue,Light,2022.06,3,1,10.328,10.328,0.028,13.79
Station4,CBBG,Light,2022.06,4,73,1783.637,24.433,4.75,38.878
Station4,AlcianBlue,Light,2022.06,4,79,1697.893,21.492,4.521,34.384
Station4,CBBG,Light,2022.06,5,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2022.06,5,0,0,NaN,0,NaN
Station4,CBBG,Light,2022.06,6,31,1099.766,35.476,2.929,45.127
Station4,AlcianBlue,Light,2022.06,6,4,75.26,18.815,0.2,16.011
Station4,CBBG,Light,2022.06,7,1,7.7,7.7,0.021,14.852
Station4,AlcianBlue,Light,2022.06,7,3,35.354,11.785,0.094,13.914
Station4,CBBG,Light,2022.06,8,50,1940.661,38.813,5.168,49.774
Station4,AlcianBlue,Light,2022.06,8,55,2025.234,36.822,5.393,45.924
Station4,CBBG,Light,2022.06,9,46,1553.2,33.765,4.136,47.292
Station4,AlcianBlue,Light,2022.06,9,1,10.302,10.302,0.027,12.138
Station4,CBBG,Light,2022.06,10,53,1943.262,36.665,5.175,44.723
Station4,AlcianBlue,Light,2022.06,10,75,2230.307,29.737,5.939,40.719
Station4,CBBG,Light,2022.06,11,64,1723.985,26.937,4.591,42.515
Station4,AlcianBlue,Light,2022.06,11,66,1186.55,17.978,3.16,32.599
Station4,CBBG,Light,2022.06,12,60,1362.539,22.709,3.628,35.613
Station4,AlcianBlue,Light,2022.06,12,2,32.492,16.246,0.087,15.556
Station4,CBBG,Light,2022.06,13,2,36.524,18.262,0.097,18.86
Station4,AlcianBlue,Light,2022.06,13,2,44.095,22.047,0.117,19.033
Station4,CBBG,Light,2022.06,14,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2022.06,14,0,0,NaN,0,NaN
Station4,CBBG,Light,2022.06,15,62,1985.25,32.02,5.287,46.845
Station4,AlcianBlue,Light,2022.06,15,62,1415.505,22.831,3.769,36.136
Station4,CBBG,Light,2022.06,16,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2022.06,16,2,17.716,8.858,0.047,13.236
Station4,CBBG,Light,2022.06,17,2,13.371,6.686,0.036,9.963
Station4,AlcianBlue,Light,2022.06,17,4,54.136,13.534,0.144,13.676
Station4,CBBG,Light,2022.06,18,1,12.877,12.877,0.034,14.396
Station4,AlcianBlue,Light,2022.06,18,1,21.332,21.332,0.057,17.361
Station4,CBBG,Light,2022.06,19,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2022.06,19,0,0,NaN,0,NaN
Station4,CBBG,Light,2022.06,20,1,13.345,13.345,0.036,13.712
Station4,AlcianBlue,Light,2022.06,20,1,15.479,15.479,0.041,14.585
Station4,CBBG,Light,2022.06,21,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2022.06,21,1,7.18,7.18,0.019,10.391
Station4,CBBG,Light,2022.06,22,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2022.06,22,0,0,NaN,0,NaN
Station4,CBBG,Light,2022.06,23,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2022.06,23,1,19.745,19.745,0.053,19.069
Station4,CBBG,Light,2022.06,24,53,1413.918,26.678,3.765,40.161
Station4,AlcianBlue,Light,2022.06,24,1,8.195,8.195,0.022,11.91
Station4,CBBG,Light,2022.06,25,1,5.229,5.229,0.014,8.984
Station4,AlcianBlue,Light,2022.06,25,1,6.712,6.712,0.018,9.762
Station4,CBBG,Light,2022.06,26,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2022.06,26,1,5.281,5.281,0.014,8.567
Station4,CBBG,Light,2022.06,27,1,15.088,15.088,0.04,14.758
Station4,AlcianBlue,Light,2022.06,27,1,20.187,20.187,0.054,17.039
Station4,CBBG,Light,2022.06,28,39,1103.538,28.296,2.939,44.685
Station4,AlcianBlue,Light,2022.06,28,1,25.832,25.832,0.069,25.661
Station4,CBBG,Light,2022.06,29,41,1312.981,32.024,3.496,46.619
Station4,AlcianBlue,Light,2022.06,29,1,32.336,32.336,0.086,23.174
Station4,CBBG,Light,2022.06,30,3,22.477,7.492,0.06,11.32
Station4,AlcianBlue,Light,2022.06,30,4,39.152,9.788,0.104,12.734
Station4,CBBG,Light,2022.06,31,43,679.709,15.807,1.81,32.12
Station4,AlcianBlue,Light,2022.06,31,54,764.308,14.154,2.035,28.097
Station4,CBBG,Light,2022.06,32,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2022.06,32,3,41.129,13.71,0.11,15.536
Station4,CBBG,Light,2022.06,33,0,0,NaN,0,NaN
Station4,AlcianBlue,Light,2022.06,33,0,0,NaN,0,NaN
Station5,CBBG,Heavy,2022.06,1,1,7.544,7.544,0.02,11.32
Station5,AlcianBlue,Heavy,2022.06,1,1,8.403,8.403,0.022,11.682
Station5,CBBG,Heavy,2022.06,2,0,0,NaN,0,NaN
Station5,AlcianBlue,Heavy,2022.06,2,1,6.92,6.92,0.018,9.629
Station5,CBBG,Heavy,2022.06,3,48,1238.319,25.798,3.298,40.803
Station5,AlcianBlue,Heavy,2022.06,3,88,1459.964,16.59,3.888,31.238
Station5,CBBG,Heavy,2022.06,4,54,1237.799,22.922,3.296,36.964
Station5,AlcianBlue,Heavy,2022.06,4,2,234.625,117.313,0.625,44.348
Station5,CBBG,Heavy,2022.06,5,0,0,NaN,0,NaN
Station5,AlcianBlue,Heavy,2022.06,5,1,8.481,8.481,0.023,11.053
Station5,CBBG,Heavy,2022.06,6,57,1378.096,24.177,3.67,41.202
Station5,AlcianBlue,Heavy,2022.06,6,91,1466.519,16.116,3.905,29.681
Station5,CBBG,Heavy,2022.06,7,2,17.456,8.728,0.046,13.039
Station5,AlcianBlue,Heavy,2022.06,7,3,36.55,12.183,0.097,14.739
Station5,CBBG,Heavy,2022.06,8,0,0,NaN,0,NaN
Station5,AlcianBlue,Heavy,2022.06,8,0,0,NaN,0,NaN
Station5,CBBG,Heavy,2022.06,9,63,1864.152,29.59,4.964,45.351
Station5,AlcianBlue,Heavy,2022.06,9,68,1685.172,24.782,4.488,42.889
Station5,CBBG,Heavy,2022.06,10,45,1205.307,26.785,3.21,41.798
Station5,AlcianBlue,Heavy,2022.06,10,0,0,NaN,0,NaN
Station5,CBBG,Heavy,2022.06,11,69,1664.1,24.117,4.431,45.316
Station5,AlcianBlue,Heavy,2022.06,11,97,1699.09,17.516,4.525,32.276
Station5,CBBG,Heavy,2022.06,12,0,0,NaN,0,NaN
Station5,AlcianBlue,Heavy,2022.06,12,0,0,NaN,0,NaN
Station5,CBBG,Heavy,2022.06,13,47,1056.816,22.485,2.814,35.916
Station5,AlcianBlue,Heavy,2022.06,13,76,1065.791,14.024,2.838,26.801
Station5,CBBG,Heavy,2022.06,14,49,1286.681,26.259,3.426,40.107
Station5,AlcianBlue,Heavy,2022.06,14,1,67.092,67.092,0.179,39.773
Station5,CBBG,Heavy,2022.06,15,0,0,NaN,0,NaN
Station5,AlcianBlue,Heavy,2022.06,15,0,0,NaN,0,NaN
Station5,CBBG,Heavy,2022.06,16,0,0,NaN,0,NaN
Station5,AlcianBlue,Heavy,2022.06,16,0,0,NaN,0,NaN
Station5,CBBG,Heavy,2022.06,17,69,1353.33,19.613,3.604,37.024
Station5,AlcianBlue,Heavy,2022.06,17,0,0,NaN,0,NaN
Station5,CBBG,Heavy,2022.06,18,75,1780.749,23.743,4.742,41.345
Station5,AlcianBlue,Heavy,2022.06,18,92,1584.027,17.218,4.218,29.961
Station5,CBBG,Heavy,2022.06,19,1,20.057,20.057,0.053,19.375
Station5,AlcianBlue,Heavy,2022.06,19,1,21.67,21.67,0.058,18.352
Station5,CBBG,Heavy,2022.06,20,62,1630.047,26.291,4.341,44.17
Station5,AlcianBlue,Heavy,2022.06,20,86,1289.334,14.992,3.433,25.733
Station5,CBBG,Heavy,2022.06,21,0,0,NaN,0,NaN
Station5,AlcianBlue,Heavy,2022.06,21,1,5.957,5.957,0.016,9.629
Station5,CBBG,Heavy,2022.06,22,57,945.005,16.579,2.516,32.903
Station5,AlcianBlue,Heavy,2022.06,22,79,1172.685,14.844,3.123,29.22
Station5,CBBG,Heavy,2022.06,23,73,1316.259,18.031,3.505,31.994
Station5,AlcianBlue,Heavy,2022.06,23,92,1472.008,16,3.92,28.335
Station5,CBBG,Heavy,2022.06,24,55,1371.098,24.929,3.651,36.7
Station5,AlcianBlue,Heavy,2022.06,24,85,2044.667,24.055,5.445,35.597
Station5,CBBG,Heavy,2022.06,25,85,1421.436,16.723,3.785,32.75
Station5,AlcianBlue,Heavy,2022.06,25,96,1616.155,16.835,4.304,29.435
Station5,CBBG,Heavy,2022.06,26,51,1306.191,25.612,3.478,40.565
Station5,AlcianBlue,Heavy,2022.06,26,65,1257.986,19.354,3.35,32.68
Station5,CBBG,Heavy,2022.06,27,1,64.256,64.256,0.171,34.488
Station5,AlcianBlue,Heavy,2022.06,27,1,67.95,67.95,0.181,35.077
Station5,CBBG,Heavy,2022.06,28,1,7.544,7.544,0.02,10.408
Station5,AlcianBlue,Heavy,2022.06,28,1,13.293,13.293,0.035,13.334
Station5,CBBG,Heavy,2022.06,29,46,1046.644,22.753,2.787,36.52
Station5,AlcianBlue,Heavy,2022.06,29,1,5.645,5.645,0.015,13.428
Station5,CBBG,Heavy,2022.06,30,49,1279.865,26.12,3.408,40.557
Station5,AlcianBlue,Heavy,2022.06,30,52,1489.776,28.65,3.967,42.401
Station5,CBBG,Heavy,2022.06,31,62,1051.743,16.964,2.801,31.892
Station5,AlcianBlue,Heavy,2022.06,31,0,0,NaN,0,NaN
Station5,CBBG,Heavy,2022.06,32,0,0,NaN,0,NaN
Station5,AlcianBlue,Heavy,2022.06,32,0,0,NaN,0,NaN
Station5,CBBG,Light,2022.06,1,44,517.014,11.75,1.377,25.391
Station5,AlcianBlue,Light,2022.06,1,54,611.967,11.333,1.63,22.968
Station5,CBBG,Light,2022.06,2,0,0,NaN,0,NaN
Station5,AlcianBlue,Light,2022.06,2,1,6.764,6.764,0.018,10.825
Station5,CBBG,Light,2022.06,3,53,1986.212,37.476,5.289,50.28
Station5,AlcianBlue,Light,2022.06,3,71,2274.636,32.037,6.057,43.202
Station5,CBBG,Light,2022.06,4,76,1914.152,25.186,5.097,37.196
Station5,AlcianBlue,Light,2022.06,4,50,1327.159,26.543,3.534,39.714
Station5,CBBG,Light,2022.06,5,74,1473.439,19.911,3.924,35.453
Station5,AlcianBlue,Light,2022.06,5,113,1977.966,17.504,5.267,30.202
Station5,CBBG,Light,2022.06,6,47,861.655,18.333,2.295,33.991
Station5,AlcianBlue,Light,2022.06,6,0,0,NaN,0,NaN
Station5,CBBG,Light,2022.06,7,1,118.028,118.028,0.314,64.703
Station5,AlcianBlue,Light,2022.06,7,1,125.208,125.208,0.333,64.531
Station5,CBBG,Light,2022.06,8,64,2012.383,31.443,5.359,42.381
Station5,AlcianBlue,Light,2022.06,8,47,1306.92,27.807,3.48,42.163
Station5,CBBG,Light,2022.06,9,52,1443.652,27.763,3.844,43.356
Station5,AlcianBlue,Light,2022.06,9,63,1422.581,22.581,3.788,36.595
Station5,CBBG,Light,2022.06,10,58,1049.037,18.087,2.794,33.632
Station5,AlcianBlue,Light,2022.06,10,71,1106.087,15.579,2.945,27.464
Station5,CBBG,Light,2022.06,11,36,743.574,20.655,1.98,41.164
Station5,AlcianBlue,Light,2022.06,11,0,0,NaN,0,NaN
Station5,CBBG,Light,2022.06,12,69,1939.438,28.108,5.165,42.903
Station5,AlcianBlue,Light,2022.06,12,102,2299.636,22.545,6.124,35.072
Station5,CBBG,Light,2022.06,13,57,1429.084,25.072,3.806,43.425
Station5,AlcianBlue,Light,2022.06,13,89,1899.818,21.346,5.059,35.884
Station5,CBBG,Light,2022.06,14,55,941.363,17.116,2.507,33.863
Station5,AlcianBlue,Light,2022.06,14,1,18.262,18.262,0.049,16.426
Station5,CBBG,Light,2022.06,15,50,1091.988,21.84,2.908,41.986
Station5,AlcianBlue,Light,2022.06,15,51,1127.315,22.104,3.002,40.377
Station5,CBBG,Light,2022.06,16,55,2154.891,39.18,5.738,49.759
Station5,AlcianBlue,Light,2022.06,16,0,0,NaN,0,NaN
Station5,CBBG,Light,2022.06,17,59,1617.222,27.411,4.307,40.382
Station5,AlcianBlue,Light,2022.06,17,82,2012.227,24.539,5.358,35.354
Station5,CBBG,Light,2022.06,18,57,1168.392,20.498,3.111,35.438
Station5,AlcianBlue,Light,2022.06,18,94,1486.889,15.818,3.959,28.746
Station5,CBBG,Light,2022.06,19,53,1006.634,18.993,2.681,34.921
Station5,AlcianBlue,Light,2022.06,19,65,984.261,15.142,2.621,28.895
Station5,CBBG,Light,2022.06,20,0,0,NaN,0,NaN
Station5,AlcianBlue,Light,2022.06,20,0,0,NaN,0,NaN
Station5,CBBG,Light,2022.06,21,63,1425.13,22.621,3.795,38.977
Station5,AlcianBlue,Light,2022.06,21,85,1242.274,14.615,3.308,26.711
Station5,CBBG,Light,2022.06,22,1,22.789,22.789,0.061,19.847
Station5,AlcianBlue,Light,2022.06,22,2,35.276,17.638,0.094,15.773
Station5,CBBG,Light,2022.06,23,0,0,NaN,0,NaN
Station5,AlcianBlue,Light,2022.06,23,0,0,NaN,0,NaN
Station5,CBBG,Light,2022.06,24,98,1779.501,18.158,4.739,30.842
Station5,AlcianBlue,Light,2022.06,24,63,1222.242,19.401,3.255,33.239
Station5,CBBG,Light,2022.06,25,76,1765.661,23.232,4.702,38.288
Station5,AlcianBlue,Light,2022.06,25,1,10.77,10.77,0.029,13.066
Station5,CBBG,Light,2022.06,26,62,1388.736,22.399,3.698,37.849
Station5,AlcianBlue,Light,2022.06,26,90,1648.439,18.316,4.39,29.234
Station5,CBBG,Light,2022.06,27,0,0,NaN,0,NaN
Station5,AlcianBlue,Light,2022.06,27,1,10.094,10.094,0.027,11.815
Station5,CBBG,Light,2022.06,28,51,2013.449,39.479,5.362,51.544
Station5,AlcianBlue,Light,2022.06,28,48,2445.942,50.957,6.513,58.878
Station5,CBBG,Light,2022.06,29,1,5.957,5.957,0.016,8.889
Station5,AlcianBlue,Light,2022.06,29,1,8.767,8.767,0.023,10.864
Station5,CBBG,Light,2022.06,30,1,33.923,33.923,0.09,23.836
Station5,AlcianBlue,Light,2022.06,30,1,37.539,37.539,0.1,24.331
Station5,CBBG,Light,2022.06,31,0,0,NaN,0,NaN
Station5,AlcianBlue,Light,2022.06,31,0,0,NaN,0,NaN
Station5,CBBG,Light,2022.06,32,49,793.887,16.202,2.114,33.86
Station5,AlcianBlue,Light,2022.06,32,1,11.056,11.056,0.029,13.2
Station5,CBBG,Light,2022.06,33,2,17.716,8.858,0.047,14.51
Station5,AlcianBlue,Light,2022.06,33,2,21.592,10.796,0.057,16.068
Station6,CBBG,Heavy,2022.06,1,55,1537.851,27.961,4.095,45.652
Station6,AlcianBlue,Heavy,2022.06,1,50,1039.178,20.784,2.767,36.502
Station6,CBBG,Heavy,2022.06,2,0,0,NaN,0,NaN
Station6,AlcianBlue,Heavy,2022.06,2,1,10.25,10.25,0.027,15.041
Station6,CBBG,Heavy,2022.06,3,62,1907.987,30.774,5.081,42.462
Station6,AlcianBlue,Heavy,2022.06,3,57,1917.612,33.642,5.106,50.042
Station6,CBBG,Heavy,2022.06,4,62,1479.605,23.865,3.94,43.158
Station6,AlcianBlue,Heavy,2022.06,4,60,937.253,15.621,2.496,29.407
Station6,CBBG,Heavy,2022.06,5,2,318.106,159.053,0.847,52.269
Station6,AlcianBlue,Heavy,2022.06,5,2,371.15,185.575,0.988,56.808
Station6,CBBG,Heavy,2022.06,6,47,2029.865,43.189,5.405,53.926
Station6,AlcianBlue,Heavy,2022.06,6,1,87.929,87.929,0.234,62.468
Station6,CBBG,Heavy,2022.06,7,69,1976.249,28.641,5.263,42.489
Station6,AlcianBlue,Heavy,2022.06,7,97,2083.559,21.48,5.548,33.046
Station6,CBBG,Heavy,2022.06,8,1,65.401,65.401,0.174,38.838
Station6,AlcianBlue,Heavy,2022.06,8,1,70.942,70.942,0.189,40.568
Station6,CBBG,Heavy,2022.06,9,69,1757.856,25.476,4.681,37.392
Station6,AlcianBlue,Heavy,2022.06,9,89,1909.235,21.452,5.084,32.162
Station6,CBBG,Heavy,2022.06,10,88,2399.87,27.271,6.391,38.995
Station6,AlcianBlue,Heavy,2022.06,10,119,2107.778,17.712,5.613,28.505
Station6,CBBG,Heavy,2022.06,11,63,1575.78,25.012,4.196,47.087
Station6,AlcianBlue,Heavy,2022.06,11,1,7.05,7.05,0.019,10.864
Station6,CBBG,Heavy,2022.06,12,73,1877.94,25.725,5.001,40.411
Station6,AlcianBlue,Heavy,2022.06,12,107,2447.737,22.876,6.518,35.045
Station6,CBBG,Heavy,2022.06,13,69,1569.615,22.748,4.18,39.52
Station6,AlcianBlue,Heavy,2022.06,13,121,2059.964,17.024,5.486,28.442
Station6,CBBG,Heavy,2022.06,14,91,1723.231,18.937,4.589,31.318
Station6,AlcianBlue,Heavy,2022.06,14,117,2223.907,19.008,5.922,28.047
Station6,CBBG,Heavy,2022.06,15,59,2040.166,34.579,5.433,46.859
Station6,AlcianBlue,Heavy,2022.06,15,81,2356.191,29.089,6.274,40.757
Station6,CBBG,Heavy,2022.06,16,55,2103.46,38.245,5.601,48.617
Station6,AlcianBlue,Heavy,2022.06,16,81,2237.539,27.624,5.958,37.347
Station6,CBBG,Heavy,2022.06,17,1,25.598,25.598,0.068,23.34
Station6,AlcianBlue,Heavy,2022.06,17,1,38.424,38.424,0.102,24.748
Station6,CBBG,Heavy,2022.06,18,68,1150.598,16.921,3.064,33.698
Station6,AlcianBlue,Heavy,2022.06,18,74,1328.252,17.949,3.537,35.331
Station6,CBBG,Heavy,2022.06,19,0,0,NaN,0,NaN
Station6,AlcianBlue,Heavy,2022.06,19,2,13.71,6.855,0.037,10.124
Station6,CBBG,Heavy,2022.06,20,59,2240.479,37.974,5.966,44.824
Station6,AlcianBlue,Heavy,2022.06,20,59,2075.286,35.174,5.526,44.778
Station6,CBBG,Heavy,2022.06,21,70,1361.03,19.443,3.624,34.122
Station6,AlcianBlue,Heavy,2022.06,21,91,2216.701,24.359,5.903,38.103
Station6,CBBG,Heavy,2022.06,22,0,0,NaN,0,NaN
Station6,AlcianBlue,Heavy,2022.06,22,0,0,NaN,0,NaN
Station6,CBBG,Heavy,2022.06,23,0,0,NaN,0,NaN
Station6,AlcianBlue,Heavy,2022.06,23,0,0,NaN,0,NaN
Station6,CBBG,Heavy,2022.06,24,60,1997.008,33.283,5.318,43.186
Station6,AlcianBlue,Heavy,2022.06,24,1,7.752,7.752,0.021,10.313
Station6,CBBG,Heavy,2022.06,25,0,0,NaN,0,NaN
Station6,AlcianBlue,Heavy,2022.06,25,0,0,NaN,0,NaN
Station6,CBBG,Heavy,2022.06,26,82,1880.671,22.935,5.008,35.18
Station6,AlcianBlue,Heavy,2022.06,26,101,2041.909,20.217,5.437,33.636
Station6,CBBG,Heavy,2022.06,27,1,5.905,5.905,0.016,11.91
Station6,AlcianBlue,Heavy,2022.06,27,1,10.068,10.068,0.027,11.871
Station6,CBBG,Heavy,2022.06,28,0,0,NaN,0,NaN
Station6,AlcianBlue,Heavy,2022.06,28,1,6.191,6.191,0.016,9.573
Station6,CBBG,Heavy,2022.06,29,56,1669.251,29.808,4.445,45.663
Station6,AlcianBlue,Heavy,2022.06,29,83,1807.622,21.779,4.814,33.772
Station6,CBBG,Heavy,2022.06,30,81,1886.628,23.292,5.024,36.848
Station6,AlcianBlue,Heavy,2022.06,30,116,2185.146,18.837,5.819,29.768
Station6,CBBG,Heavy,2022.06,31,69,1830.853,26.534,4.875,44.572
Station6,AlcianBlue,Heavy,2022.06,31,96,1967.534,20.495,5.239,34.714
Station6,CBBG,Heavy,2022.06,32,50,1119.433,22.389,2.981,40.054
Station6,AlcianBlue,Heavy,2022.06,32,0,0,NaN,0,NaN
Station6,CBBG,Light,2022.06,1,0,0,NaN,0,NaN
Station6,AlcianBlue,Light,2022.06,1,0,0,NaN,0,NaN
Station6,CBBG,Light,2022.06,2,0,0,NaN,0,NaN
Station6,AlcianBlue,Light,2022.06,2,0,0,NaN,0,NaN
Station6,CBBG,Light,2022.06,3,67,2385.9,35.61,6.353,45.853
Station6,AlcianBlue,Light,2022.06,3,89,2564.542,28.815,6.829,40.147
Station6,CBBG,Light,2022.06,4,0,0,NaN,0,NaN
Station6,AlcianBlue,Light,2022.06,4,0,0,NaN,0,NaN
Station6,CBBG,Light,2022.06,5,0,0,NaN,0,NaN
Station6,AlcianBlue,Light,2022.06,5,0,0,NaN,0,NaN
Station6,CBBG,Light,2022.06,6,1,67.742,67.742,0.18,31.64
Station6,AlcianBlue,Light,2022.06,6,1,72.086,72.086,0.192,32.647
Station6,CBBG,Light,2022.06,7,0,0,NaN,0,NaN
Station6,AlcianBlue,Light,2022.06,7,0,0,NaN,0,NaN
Station6,CBBG,Light,2022.06,8,79,2325.937,29.442,6.194,43.11
Station6,AlcianBlue,Light,2022.06,8,85,2488.762,29.28,6.627,40.166
Station6,CBBG,Light,2022.06,9,86,2400.989,27.918,6.394,41.356
Station6,AlcianBlue,Light,2022.06,9,112,2247.216,20.064,5.984,30.491
Station6,CBBG,Light,2022.06,10,0,0,NaN,0,NaN
Station6,AlcianBlue,Light,2022.06,10,0,0,NaN,0,NaN
Station6,CBBG,Light,2022.06,11,56,1622.685,28.977,4.321,42.621
Station6,AlcianBlue,Light,2022.06,11,85,1963.944,23.105,5.23,31.349
Station6,CBBG,Light,2022.06,12,0,0,NaN,0,NaN
Station6,AlcianBlue,Light,2022.06,12,0,0,NaN,0,NaN
Station6,CBBG,Light,2022.06,13,59,1928.72,32.69,5.136,45.431
Station6,AlcianBlue,Light,2022.06,13,66,1782.856,27.013,4.748,37.466
Station6,CBBG,Light,2022.06,14,65,1822.685,28.041,4.854,42.354
Station6,AlcianBlue,Light,2022.06,14,115,2620.578,22.788,6.978,30.75
Station6,CBBG,Light,2022.06,15,0,0,NaN,0,NaN
Station6,AlcianBlue,Light,2022.06,15,0,0,NaN,0,NaN
Station6,CBBG,Light,2022.06,16,0,0,NaN,0,NaN
Station6,AlcianBlue,Light,2022.06,16,73,1816.415,24.882,4.837,39.164
Station6,CBBG,Light,2022.06,17,0,0,NaN,0,NaN
Station6,AlcianBlue,Light,2022.06,17,0,0,NaN,0,NaN
Station6,CBBG,Light,2022.06,18,104,1981.764,19.055,5.277,34.331
Station6,AlcianBlue,Light,2022.06,18,121,2142.56,17.707,5.705,26.898
Station6,CBBG,Light,2022.06,19,0,0,NaN,0,NaN
Station6,AlcianBlue,Light,2022.06,19,0,0,NaN,0,NaN
Station6,CBBG,Light,2022.06,20,77,1605.411,20.849,4.275,35.479
